id,magnitude,location,date,longitude,latitude,depth
iscgem913666,6.23,central Mid-Atlantic Ridge,10/7/1917,-26.247,0.59,10
iscgem913672,5.44,"4 km SSW of Libohovë, Albania",10/18/1917,20.247,39.993,10
iscgemsup913673,5.39,"12 km N of Acharávi, Greece",10/19/1917,19.837,39.904,10
iscgem913674,6.3,"111 km S of San Mateo del Mar, Mexico",10/20/1917,-94.833,15.212,15
iscgemsup913677,,"48 km W of Nuquí, Colombia",10/22/1917,-77.704,5.78,15
ushis624,4.8,"2 km NE of East Foothills, California",10/26/1917,-121.8,37.4,
iscgem913680,6.2,north of Ascension Island,10/29/1917,-13.587,-1.068,10
iscgem913681,6.33,"197 km SSE of Kokopo, Papua New Guinea",10/30/1917,152.949,-5.995,15
iscgem913684,6.93,"28 km NNE of Sinabang, Indonesia",11/4/1917,96.513,2.705,15
iscgemsup913685,5.41,"9 km ENE of Pietra la Croce, Italy",11/6/1917,13.656,43.631,15
iscgemsup913692,,"4 km NNW of Posatora, Italy",11/13/1917,13.478,43.641,15
iscgemsup913693,,"5 km S of Sarsina, Italy",11/13/1917,12.134,43.875,15
iscgemsup913694,5.91,"162 km NW of Balabac, Philippines",11/14/1917,115.847,8.832,35
iscgemsup913696,6.13,"111 km WNW of Attu Station, Alaska",11/14/1917,171.648,53.234,35
iscgem913701,7.5,"Kermadec Islands, New Zealand",11/16/1917,-177.839,-29.849,35
iscgem913702,6.62,"114 km SSE of Pondaguitan, Philippines",11/17/1917,126.594,5.409,65
iscgemsup913704,,"Mindanao, Philippines",11/18/1917,125.855,5.877,100
iscgem913707,6.28,"146 km WSW of Merizo Village, Guam",11/24/1917,143.405,12.787,15
iscgem913710,5.81,"75 km SW of Lithakiá, Greece",11/28/1917,20.248,37.226,15
iscgem913712,5.85,"37 km WSW of Arçabil, Turkmenistan",11/28/1917,57.713,37.758,15
iscgemsup913720,5.35,"4 km NNW of Rocca San Casciano, Italy",12/3/1917,11.818,44.092,15
ushis625,5.3,"20 km W of Freedom, Idaho",12/12/1917,-111.3,43,
iscgem913730,6.63,"88 km SSE of Old Harbor, Alaska",12/22/1917,-152.838,56.449,15
iscgem913732,6.16,"173 km SSE of Akhiok, Alaska",12/22/1917,-152.659,55.631,15
iscgem913737,5.89,"2 km W of Antirrio, Greece",12/24/1917,21.731,38.327,15
iscgemsup913741,5.84,"29 km NNE of Karluk, Alaska",12/26/1917,-154.232,57.806,35
iscgem913742,5.45,"9 km SSE of Epitálio, Greece",12/27/1917,21.518,37.54,15
iscgemsup913743,,"66 km SW of San Marco, Italy",12/29/1917,14.299,39.918,350
iscgem913744,6.41,"103 km SSE of Akhiok, Alaska",12/29/1917,-153.245,56.165,15
iscgem913745,7.18,"31 km S of San Francisco Cozoaltepec, Mexico",12/30/1917,-96.755,15.533,20
iscgem913027,6.23,"11 km ESE of El Chol, Guatemala",1/4/1918,-90.385,14.934,10
iscgemsup913028,6.04,"208 km SSE of Kokopo, Papua New Guinea",1/4/1918,153.235,-5.963,15
iscgem913035,5.98,"16 km NNW of Senirkent, Turkey",1/16/1918,30.486,38.246,15
iscgem913037,5.55,"11 km ESE of I??klar, Turkey",1/17/1918,30.855,38.614,15
iscgem913040,6.39,"73 km N of Manokwari, Indonesia",1/22/1918,134.11,-0.197,25
iscgem913044,6.4,"1 km ESE of Morazán, Guatemala",1/25/1918,-90.131,14.927,15
iscgemsup913045,5.55,Jan Mayen Island region,1/27/1918,-0.19,71.826,15
iscgemsup913046,5.39,"7 km E of Thérmo, Greece",1/27/1918,21.748,38.563,15
iscgemsup913048,,"45 km N of Terney, Russia",1/31/1918,136.673,45.456,360
iscgem913052,6.1,"northern Qinghai, China",2/5/1918,94.7,36.856,15
iscgem913057,6.9,"4 km ESE of Panikian, Philippines",2/7/1918,126.059,6.992,35
iscgem913059,5.75,"11 km NW of Patitírion, Greece",2/9/1918,23.779,39.227,15
iscgemsup913060,,"62 km SE of Zarubino, Russia",2/10/1918,131.56,42.187,530
iscgem913064,6.18,"247 km SSW of Singkil, Indonesia",2/12/1918,96.847,0.26,15
iscgem913070,6.12,north of Ascension Island,2/13/1918,-12.574,-1.43,10
iscgem913071,6.35,"174 km SSW of Pagar Alam, Indonesia",2/13/1918,102.903,-5.561,25
iscgem913072,7.37,"7 km S of Huanggang, China",2/13/1918,117.004,23.609,15
iscgemsup913075,6.2,"184 km SE of Itoman, Japan",2/14/1918,129.086,25.07,15
iscgemsup913078,6.27,"43 km SW of Port-Vila, Vanuatu",2/20/1918,168.031,-18.027,35
iscgemsup913081,,"37 km NNE of Güiria, Venezuela",2/25/1918,-62.217,10.909,85
ushis628,,"2 km N of Downieville, California",3/12/1918,-120.83,39.58,
iscgemsup913090,,"138 km W of Iñapari, Peru",3/16/1918,-70.846,-10.849,600
iscgem913092,5.73,"29 km SSE of Karpathos, Greece",3/17/1918,27.318,35.254,15
iscgem913093,6.45,"201 km S of Lata, Solomon Islands",3/19/1918,166.028,-12.535,15
iscgemsup913099,5.92,"170 km ENE of Jinchang, China",3/22/1918,104.031,39.048,15
iscgemsup913100,,"16 km ENE of Vakhrushev, Russia",3/23/1918,143.176,49.027,15
iscgem913102,6.24,"13 km S of Bardaskan, Iran",3/25/1918,57.992,35.145,15
iscgemsup913104,6.36,"29 km ESE of Jiufen, Taiwan",3/27/1918,122.098,24.985,15
ushis629,4.6,"6 km NE of Luray, Virginia",4/10/1918,-78.4,38.7,
iscgemsup913115,,"48 km WNW of Barabash, Russia",4/10/1918,130.957,43.386,565
iscgem913116,6.3,South Indian Ocean,4/13/1918,85.54,-4.967,10
ushis630,,"45 km SSE of Halibut Cove, Alaska",4/15/1918,-151,59.2,
iscgemsup913117,,"11 km ENE of Port Alsworth, Alaska",4/15/1918,-154.143,60.251,15
iscgem913120,6.02,"237 km WSW of Port McNeill, Canada",4/17/1918,-130.156,49.761,15
iscgemsup913121,,"5 km ESE of Yeni?ehir, Turkey",4/17/1918,29.712,40.248,15
iscgem913126,6.7,"The 1918 San Jacinto, California Earthquake",4/22/1918,-116.972,33.762,10
ushis632,,"8 km WSW of El Cerrito Corona, California",4/23/1918,-117.6,33.8,
iscgemsup913129,5.05,"0 km WSW of Rota d'Imagna, Italy",4/24/1918,9.504,45.829,15
iscgem913130,5.74,"8 km N of Ba?kale, Turkey",4/25/1918,44.001,38.118,15
iscgemsup913132,5.33,"11 km S of Libohovë, Albania",4/27/1918,20.242,39.928,15
iscgemsup913133,5.77,"112 km N of Coclé del Norte, Panama",4/27/1918,-80.651,10.093,15
ushis633,5,"2 km N of Calexico, California",5/1/1918,-115.5,32.7,
iscgem913138,6.37,"87 km WSW of Hengchun, Taiwan",5/4/1918,120.041,21.569,15
iscgemsup913139,,"38 km ESE of McDermitt, Nevada",5/6/1918,-117.282,41.876,10
iscgemsup913142,,Easter Island region,5/12/1918,-114.122,-27.589,10
iscgemsup913144,5.89,"6 km SSW of Condémbaro, Mexico",5/17/1918,-102.32,19.236,65
iscgem913146,7.26,central Mid-Atlantic Ridge,5/20/1918,-34.906,7.409,15
iscgem913147,6.92,"103 km NNW of Coquimbo, Chile",5/21/1918,-71.93,-29.178,20
iscgem913148,6.97,"241 km NNE of Rabaul, Papua New Guinea",5/21/1918,153.171,-2.268,15
iscgemsup913150,,Fiji region,5/22/1918,-176.796,-17.654,405
iscgem913151,7.01,"41 km SSW of Heroica Guaymas, Mexico",5/23/1918,-111.087,27.58,10
iscgemsup913152,6.78,southeast central Pacific Ocean,5/26/1918,-92.268,-30.409,10
ushis634,,"6 km WSW of Eldorado at Santa Fe, New Mexico",5/28/1918,-106,35.5,
iscgemsup913157,,"204 km ENE of Miyako, Japan",6/1/1918,144.014,40.58,15
iscgem913159,6.65,central Mid-Atlantic Ridge,6/3/1918,-19.149,-1.004,10
iscgem913160,6.46,"36 km ESE of Kainantu, Papua New Guinea",6/4/1918,146.157,-6.45,15
iscgem913161,6.44,"225 km S of Alo, Wallis and Futuna",6/5/1918,-178.501,-16.309,15
iscgemsup913163,5.93,Vanuatu region,6/6/1918,174.661,-21.75,35
ushis635,5,"4 km WNW of San Jacinto, California",6/7/1918,-117,33.8,
iscgem913165,6.47,"12 km NW of Tumbiscatío de Ruiz, Mexico",6/8/1918,-102.471,18.595,60
iscgemsup913166,6.02,"188 km NNE of Tobelo, Indonesia",6/9/1918,128.72,3.273,35
iscgemsup913167,,"43 km SW of Mendi, Papua New Guinea",6/10/1918,143.371,-6.414,10
iscgem913168,5.98,"173 km NE of The Valley, Anguilla",6/11/1918,-62.007,19.426,15
iscgem913170,5.92,"0 km WNW of La Flecha, Honduras",6/13/1918,-88.498,15.295,15
ushis636,,"11 km SE of Naalehu, Hawaii",6/15/1918,-155.5,19,
iscgem913172,6.35,"39 km N of Gizo, Solomon Islands",6/16/1918,156.791,-7.754,15
iscgem913173,5.82,"53 km ESE of Mountain, Colombia",6/16/1918,-80.904,13.186,15
iscgem913180,5.89,"23 km WSW of San Isidro, Costa Rica",6/23/1918,-83.905,9.309,15
iscgem913182,6.38,"212 km ENE of Kavieng, Papua New Guinea",6/24/1918,152.657,-2.148,25
iscgemsup913183,5.88,"77 km SSE of Kamogawa, Japan",6/26/1918,140.42,34.447,35
iscgemsup913184,5.91,"117 km E of Lakatoro, Vanuatu",6/27/1918,168.498,-16.296,15
iscgemsup913185,6.02,"71 km SSE of Sand Point, Alaska",6/28/1918,-159.989,54.765,35
iscgem913190,6.75,"19 km ENE of Aras-asan, Philippines",7/1/1918,126.478,8.945,35
iscgem913191,5.57,"9 km E of Palekastro, Greece",7/1/1918,26.364,35.197,35
iscgem913192,7.58,"50 km N of Wewak, Papua New Guinea",7/3/1918,143.573,-3.094,15
iscgem913193,5.63,"7 km W of Serinhisar, Turkey",7/4/1918,29.18,37.583,15
iscgem913196,7.14,"24 km N of Kishorganj, Bangladesh",7/8/1918,90.801,24.656,15
iscgemsup913199,5.38,"3 km NNE of Náfpaktos, Greece",7/11/1918,21.836,38.425,15
iscgem913200,6.5,"52 km WNW of Big Lagoon, California",7/15/1918,-124.72,41.325,15
iscgemsup913202,,"9 km W of Dolenjske Toplice, Slovenia",7/16/1918,14.936,45.74,15
iscgem913203,5.93,"8 km WSW of Mandráki, Greece",7/17/1918,27.036,36.594,15
iscgem913206,6.69,"112 km S of Panguna, Papua New Guinea",7/21/1918,155.525,-7.337,20
iscgemsup913207,6.03,"62 km SSE of Panguna, Papua New Guinea",7/21/1918,155.794,-6.793,15
iscgemsup913209,6.17,Vanuatu region,7/24/1918,173.2,-19.3,15
iscgem913210,6.22,"126 km E of Hasaki, Japan",7/26/1918,142.234,35.73,15
iscgem913212,6.74,"60 km NNE of Wewak, Papua New Guinea",7/30/1918,143.785,-3.02,15
iscgem913218,6.16,Kermadec Islands region,8/5/1918,-177.446,-31.068,15
iscgem913219,6.69,"95 km S of Kokopo, Papua New Guinea",8/8/1918,152.367,-5.2,35
iscgem913220,5.75,"22 km NNW of Osmanc?k, Turkey",8/9/1918,34.728,41.168,15
iscgem913221,5.47,"56 km SSE of San Lorenzo al Mare, Italy",8/11/1918,8.244,43.392,15
iscgemsup913223,5.39,"1 km NE of Méounes-lès-Montrieux, France",8/11/1918,5.983,43.291,15
iscgem913230,8.3,"75 km SSW of Malisbeng, Philippines",8/15/1918,123.994,5.538,20
iscgem913231,6.45,"94 km SSW of Tambilil, Philippines",8/15/1918,124.261,5.213,35
iscgem913232,6.74,"37 km ESE of Sarangani, Philippines",8/16/1918,125.751,5.232,15
iscgem913233,6,"58 km SSW of Katubao, Philippines",8/16/1918,124.671,5.382,35
iscgem913235,6.29,"55 km WSW of Palimbang, Philippines",8/16/1918,123.726,6.02,35
iscgem913237,6.41,"92 km N of Iquique, Chile",8/17/1918,-70.111,-19.379,35
iscgemsup913239,6.12,"225 km SSW of Malisbeng, Philippines",8/18/1918,123.321,4.367,15
ushis638,4.2,"2 km SSE of South Paris, Maine",8/21/1918,-70.5,44.2,
iscgemsup913245,6.2,"1 km NNE of Vanadjou, Comoros",8/23/1918,43.282,-11.597,10
iscgem913246,6.84,"96 km W of Lata, Solomon Islands",8/23/1918,164.917,-10.783,15
iscgem913250,5.78,"12 km NNW of Osmanc?k, Turkey",8/29/1918,34.76,41.082,15
iscgem913253,6.27,"156 km SW of Lorengau, Papua New Guinea",9/2/1918,146.265,-3.029,15
iscgem913256,6.11,"10 km SE of Bukid, Philippines",9/5/1918,125.465,5.501,15
iscgemsup913258,5.32,"30 km WNW of Kastrí, Greece",9/6/1918,23.773,34.931,35
iscgem913260,8.1,east of the Kuril Islands,9/8/1918,152.32,44.998,15
iscgemsup913261,,"101 km N of Kuril’sk, Russia",9/8/1918,147.667,46.13,100
iscgem913262,6.23,east of the Kuril Islands,9/8/1918,153.321,44.42,15
iscgemsup913271,,"3 km ESE of Kiblawan, Philippines",9/11/1918,125.261,6.602,100
ushis639,3.3,"5 km SW of El Reno, Oklahoma",9/11/1918,-98,35.5,
iscgemsup913272,,"25 km N of Fayzabad, Afghanistan",9/12/1918,70.557,37.345,35
iscgemsup913273,5.86,"280 km ENE of Kuril’sk, Russia",9/12/1918,151.307,46.002,50
iscgemsup913274,,"167 km SSW of Kipnuk, Alaska",9/13/1918,-164.813,58.492,35
iscgemsup913276,,"194 km WSW of Hengchun, Taiwan",9/13/1918,119.152,21.066,15
iscgemsup913280,6.02,"104 km SSW of Hengchun, Taiwan",9/13/1918,120.289,21.158,25
iscgem913281,6.5,"254 km E of Kuril’sk, Russia",9/15/1918,151.124,45.224,15
iscgemsup913284,,north of Macquarie Island,9/16/1918,161.977,-49.592,10
iscgem913286,6.51,"63 km SSW of Padang, Indonesia",9/22/1918,100.09,-1.457,35
iscgem913295,6.38,"43 km WNW of ?ar??s, Syria",9/29/1918,35.462,35.075,15
iscgemsup913302,,South Indian Ocean,10/1/1918,86.353,-15.245,10
iscgemsup913303,,"140 km E of Madang, Papua New Guinea",10/2/1918,147.055,-5.125,15
iscgemsup913305,,"43 km SSE of Labuan Bajo, Indonesia",10/9/1918,120.027,-8.866,25
iscgem913306,7.1,"24 km NNW of San Antonio, Puerto Rico",10/11/1918,-67.189,18.7,15
iscgem913307,6.1,"15 km WNW of San Antonio, Puerto Rico",10/12/1918,-67.232,18.551,15
iscgem913309,5.79,"12 km N of Garrochales, Puerto Rico",10/12/1918,-66.565,18.563,25
iscgemsup913310,,"164 km S of Nizao, Dominican Republic",10/13/1918,-70.107,16.762,15
iscgem913312,5.88,"78 km N of Arecibo, Puerto Rico",10/14/1918,-66.646,19.176,15
iscgem913314,6.33,"96 km SSE of Pangai, Tonga",10/14/1918,-174.109,-20.651,30
ushis641,4.5,"10 km NNE of Friendship, Tennessee",10/16/1918,-89.2,36,
iscgem913317,6.46,"71 km NW of Naisano Dua, Indonesia",10/17/1918,123.376,-9.082,35
iscgem913319,5.79,"33 km NW of San Antonio, Puerto Rico",10/19/1918,-67.32,18.707,15
iscgem913321,6.4,"10 km WNW of San Francisco Menéndez, El Salvador",10/19/1918,-90.111,13.867,35
iscgem913325,6.35,"6 km WNW of Aguadilla, Puerto Rico",10/25/1918,-67.214,18.441,15
iscgem913329,6.83,"53 km WSW of Kirakira, Solomon Islands",10/27/1918,161.452,-10.58,35
iscgem913330,7.24,"185 km NW of Kavieng, Papua New Guinea",10/28/1918,149.511,-1.505,15
ushis642,6.2,"8 km SW of Volcano, Hawaii",11/2/1918,-155.3,19.4,
iscgemsup913333,6.7,"Auckland Islands, New Zealand region",11/3/1918,163.536,-49.597,15
iscgem913335,5.56,"34 km NE of Scardovari, Italy",11/7/1918,12.794,45.093,15
iscgem913336,7.83,east of the Kuril Islands,11/8/1918,151.993,44.83,15
iscgem913337,5.84,"8 km NNW of Sarsina, Italy",11/10/1918,12.096,43.988,15
iscgem913339,6.1,"14 km WSW of Matsumoto, Japan",11/11/1918,137.827,36.172,15
iscgem913341,6.12,"18 km NNW of San Antonio, Puerto Rico",11/13/1918,-67.18,18.637,15
iscgemsup913342,5.57,"5 km NW of Ödemi?, Turkey",11/13/1918,27.926,38.265,15
iscgemsup913344,6.09,east of the Kuril Islands,11/15/1918,158.353,47.577,15
iscgemsup16958410,,"299 km ENE of Lospalos, Timor Leste",11/19/1918,129.305,-7.101,125
ushis643,,"2 km SSW of Santa Monica, California",11/20/1918,-118.5,34,
iscgem913348,6.26,east of the Kuril Islands,11/22/1918,154.582,45.261,15
iscgem913349,6.75,Banda Sea,11/24/1918,129.109,-6.794,15
iscgem913351,5.63,northern Mid-Atlantic Ridge,11/25/1918,-28.195,46.751,10
iscgemsup913354,,south of the Kermadec Islands,11/28/1918,-177.908,-32.995,35
iscgemsup913355,6.19,"26 km E of Birendranagar, Nepal",11/29/1918,81.883,28.558,15
iscgem913358,6.64,"107 km WNW of Murghob, Tajikistan",12/1/1918,72.767,38.389,20
iscgem913359,7.06,northern Mid-Atlantic Ridge,12/2/1918,-43.625,11.466,10
iscgem913362,8.01,"60 km W of Diego de Almagro, Chile",12/4/1918,-70.65,-26.462,40
iscgemsup913363,6.4,"85 km SW of Antofagasta de la Sierra, Argentina",12/5/1918,-67.881,-26.697,35
iscgemsup913364,,"57 km W of Diego de Almagro, Chile",12/6/1918,-70.612,-26.465,35
iscgem913365,6.93,"32 km SW of Vernon, Canada",12/6/1918,-126.737,49.858,15
iscgem913372,6.2,"161 km SW of Adak, Alaska",12/10/1918,-178.38,50.921,35
ushis644,,"94 km W of Adak, Alaska",12/10/1918,-178,52,
iscgem913373,6.18,"204 km S of Adak, Alaska",12/10/1918,-176.776,50.04,15
iscgemsup913376,,"98 km NNW of Sola, Vanuatu",12/15/1918,167.304,-13.017,140
iscgemsup913377,6.07,"292 km SW of Sittwe, Myanmar",12/16/1918,91.021,18.197,15
iscgemsup913382,6.2,Colombia,12/21/1918,-72.256,-0.625,35
iscgemsup913385,,"164 km SW of Panguna, Papua New Guinea",12/25/1918,154.395,-7.327,390
iscgem913388,6.25,north of Ascension Island,12/29/1918,-14.573,-1.386,10
iscgem912699,7.21,"22 km ESE of Bobon, Philippines",1/1/1919,126.526,6.808,35
iscgem912700,7.8,Fiji region,1/1/1919,-178.08,-19.318,485
ushis645,,"11 km NNE of Shingletown, California",1/5/1919,-121.82,40.58,
iscgem912702,5.54,"21 km WNW of Agios Georgis, Greece",1/5/1919,19.463,39.775,15
iscgem912703,6.42,"72 km WNW of Diego de Almagro, Chile",1/6/1919,-70.675,-26.039,35
iscgem912704,6.67,"96 km SW of Kirakira, Solomon Islands",1/7/1919,161.317,-11.093,35
iscgem912711,6.16,"101 km SSW of San Andrés Playa Encantada (El Podrido), Mexico",1/17/1919,-99.847,15.799,15
iscgem912712,6.31,"129 km SW of Bengkulu, Indonesia",1/18/1919,101.454,-4.646,35
ushis646,,"11 km SE of Naalehu, Hawaii",1/29/1919,-155.5,19,
iscgem912717,6.07,"150 km ENE of Olonkinbyen, Svalbard and Jan Mayen",2/3/1919,-5.052,71.583,10
iscgem912722,6.26,east of the Kuril Islands,2/12/1919,152.915,45.204,15
iscgem912723,6.03,Kuril Islands,2/13/1919,151.782,45.776,15
iscgemsup912725,,"281 km S of Olonkinbyen, Svalbard and Jan Mayen",2/15/1919,-9.999,68.437,10
ushis647,5,"7 km SSW of Mettler, California",2/16/1919,-119,35,
iscgem912730,6.21,Kuril Islands,2/22/1919,153.411,46.957,35
iscgem912731,6.2,"33 km WSW of Filiatrá, Greece",2/24/1919,21.242,37.022,15
ushis648,4.6,"1 km NW of Fetters Hot Springs-Agua Caliente, California",2/26/1919,-122.5,38.33,
iscgemsup912733,,"110 km E of Fais, Micronesia",3/1/1919,141.523,9.857,15
iscgem912734,7.28,"Off the coast of Los Lagos, Chile",3/2/1919,-78.294,-43.814,15
iscgem912735,7.18,"13 km ENE of Trevelin, Argentina",3/2/1919,-71.306,-43.038,15
iscgem912740,6.85,"67 km NW of Ancud, Chile",3/9/1919,-74.365,-41.422,15
iscgemsup912741,,"108 km NW of Hirara, Japan",3/11/1919,124.602,25.553,15
iscgem912745,6.63,"9 km ENE of Hinatuan, Philippines",3/16/1919,126.416,8.391,60
iscgem912747,6.68,"45 km SW of Saysain, Philippines",3/21/1919,120.049,14.323,35
iscgem912748,6.31,"182 km WSW of Panguna, Papua New Guinea",3/22/1919,153.888,-6.743,15
iscgemsup912750,6.05,"203 km NNW of Tobelo, Indonesia",3/22/1919,127.054,3.3,35
iscgemsup912755,6.3,"193 km ENE of Fais, Micronesia",3/30/1919,142.105,10.547,15
iscgem912756,6.35,"85 km SSW of Kotabumi, Indonesia",4/2/1919,104.489,-5.493,20
iscgemsup912759,6.31,southern Mid-Atlantic Ridge,4/16/1919,-17.241,-38.957,10
iscgem912761,7.18,"Kermadec Islands, New Zealand",4/17/1919,-177.991,-30.58,35
iscgem912762,6.96,"31 km SE of Champerico, Guatemala",4/18/1919,-91.723,14.078,35
iscgemsup912763,5.42,"6 km SW of ?inca Veche, Romania",4/18/1919,25.115,45.724,35
iscgem912764,6.38,"262 km SW of La Cruz de Loreto, Mexico",4/19/1919,-107.329,18.437,10
iscgem912766,6.82,central Mid-Atlantic Ridge,4/21/1919,-40.473,8.91,10
iscgemsup912767,6.45,"132 km NNE of Lorengau, Papua New Guinea",4/22/1919,147.843,-0.985,35
iscgem912768,6.25,"66 km WNW of Pangai, Tonga",4/23/1919,-174.969,-19.677,35
iscgemsup912769,6.02,"83 km SSW of Banjar, Indonesia",4/25/1919,107.03,-7.831,35
iscgemsup912770,6.57,"46 km NNE of Coron, Philippines",4/27/1919,120.429,12.351,15
iscgem912772,6.19,"8 km WNW of Jujutla, El Salvador",4/28/1919,-89.937,13.807,35
iscgem912775,6.53,"12 km WNW of Chama, Zambia",5/1/1919,33.049,-11.166,15
iscgem912776,6.63,"151 km S of Hihifo, Tonga",5/2/1919,-173.643,-17.316,25
iscgem912777,7.71,"277 km SSE of Kushiro, Japan",5/3/1919,145.626,40.655,15
iscgemsup912782,6.1,"122 km SSW of Gataivai, Samoa",5/6/1919,-172.623,-14.853,15
iscgem912783,8.15,"183 km ESE of Kokopo, Papua New Guinea",5/7/1919,153.859,-4.806,35
iscgem912784,6.38,"207 km SE of Kokopo, Papua New Guinea",5/7/1919,153.594,-5.669,35
iscgemsup912785,6.26,"292 km S of Alo, Wallis and Futuna",5/8/1919,-177.637,-16.917,15
iscgemsup912787,6.21,"198 km SSE of Ishigaki, Japan",5/16/1919,124.772,22.647,15
iscgem912795,6.16,"59 km WSW of Adak, Alaska",5/22/1919,-177.392,51.625,35
iscgemsup912796,,"13 km W of Pueblo Nuevo, Peru",5/23/1919,-79.636,-7.178,35
iscgem912797,6.47,"61 km NW of Taunsa, Pakistan",5/23/1919,70.25,31.138,15
iscgem912799,5.71,"8 km S of Kozan, Turkey",5/27/1919,35.801,37.378,15
iscgem912800,6.13,"163 km ESE of Mil’kovo, Russia",5/28/1919,160.937,54.119,45
iscgem912803,6.52,"128 km NNW of Kangding, China",5/29/1919,101.592,31.121,15
iscgemsup912805,,"172 km NNW of Hirara, Japan",6/1/1919,124.605,26.231,205
iscgem912810,6.12,"25 km ESE of Safranbolu, Turkey",6/9/1919,32.979,41.17,15
iscgemsup912812,5.93,"17 km NNE of Tosya, Turkey",6/9/1919,34.098,41.164,15
iscgem912815,6.2,"182 km S of Kushiro, Japan",6/23/1919,144.645,41.343,15
iscgemsup912816,6.23,"17 km WSW of Tamorong, Philippines",6/25/1919,120.276,17.296,15
iscgem912821,6.23,"1 km NNW of Vicchio, Italy",6/29/1919,11.454,43.949,15
iscgem912823,6.66,"100 km SSW of Intipucá, El Salvador",6/30/1919,-88.301,12.32,20
iscgemsup912832,6.15,"283 km WSW of Anakao, Madagascar",7/4/1919,41.331,-25.092,10
iscgemsup912833,,"1 km WNW of Plan de Agua Prieta, Mexico",7/6/1919,-92.801,16.137,190
iscgemsup912836,,"6 km SW of Vicchio, Italy",7/8/1919,11.414,43.888,15
iscgem912837,6.97,"17 km SSW of Sumbawanga, Tanzania",7/9/1919,31.556,-8.11,15
iscgemsup912840,6.1,"202 km SW of La Cruz de Loreto, Mexico",7/10/1919,-106.957,18.865,10
iscgem912842,6.22,"40 km ESE of San Cristóbal, Venezuela",7/11/1919,-71.867,7.684,15
iscgem912846,5.51,Reykjanes Ridge,7/13/1919,-32.856,58.109,10
iscgem912847,6.23,"249 km W of Adak, Alaska",7/14/1919,179.795,51.572,35
iscgem912850,6,"94 km SSW of Kuril’sk, Russia",7/16/1919,147.627,44.392,75
iscgemsup912852,6.17,"122 km WNW of Naha, Japan",7/17/1919,126.533,26.599,15
iscgemsup912853,6.04,"168 km SSW of Puerto San José, Guatemala",7/18/1919,-91.383,12.507,15
iscgemsup912855,5.48,"223 km SSE of Fry, Greece",7/18/1919,27.729,33.513,15
iscgem912861,6.1,"110 km SW of Corinto, Nicaragua",7/23/1919,-87.748,11.661,15
iscgem912862,6.66,"33 km SW of Kashgar, China",7/24/1919,75.703,39.268,20
iscgem912874,6.46,"101 km SE of Hasaki, Japan",8/4/1919,141.704,35.161,15
iscgemsup912880,,"130 km ESE of Villamontes, Bolivia",8/8/1919,-62.245,-21.541,15
iscgemsup912889,,"278 km WNW of Haveluloto, Tonga",8/19/1919,-177.645,-20.11,390
iscgem912892,5.73,"12 km S of Ba?çiftlik, Turkey",8/20/1919,37.181,40.437,15
iscgemsup912894,5.62,"1 km SSE of Chalástra, Greece",8/23/1919,22.739,40.61,10
iscgem912902,6.49,"296 km NE of Qamdo, China",8/26/1919,99.142,33.22,15
iscgem912904,6.37,Mariana Islands region,8/27/1919,146.174,21.327,35
iscgem912906,7,"114 km NW of Ambon, Indonesia",8/29/1919,127.391,-3.028,15
iscgemsup912915,6.42,southern Pacific Ocean,9/2/1919,-116.825,-62.739,10
ushis650,,"8 km SW of Chester Gap, Virginia",9/6/1919,-78.2,38.8,
iscgem912920,6.19,"131 km NNE of Cruz Bay, U.S. Virgin Islands",9/6/1919,-64.502,19.49,15
iscgem912925,5.48,"7 km WNW of San Miguel de Salinas, Spain",9/10/1919,-0.873,37.994,15
iscgem912927,5.28,"11 km SSE of Beniel, Spain",9/10/1919,-0.964,37.945,15
iscgemsup912929,,"5 km N of Benferri, Spain",9/10/1919,-0.967,38.194,15
iscgemsup912931,,"2 km NW of San Miguel de Salinas, Spain",9/10/1919,-0.808,37.992,15
iscgem912933,5.47,"0 km SSE of Sorano, Italy",9/11/1919,11.721,42.679,15
iscgemsup912934,,"0 km S of Benejúzar, Spain",9/11/1919,-0.839,38.071,15
iscgemsup912939,6.31,"84 km SSE of Castlepoint, New Zealand",9/12/1919,176.635,-41.589,15
iscgemsup912941,6.16,east of the Kuril Islands,9/12/1919,153.804,44.596,15
iscgemsup912944,6.66,"103 km SSW of Atico, Peru",9/13/1919,-74.034,-17.059,30
ushis651,6.1,"11 km SE of Naalehu, Hawaii",9/15/1919,-155.5,19,
ushis652,,"1 km NE of Samoa, California",9/15/1919,-124.17,40.83,
iscgem912952,6.23,"78 km NW of Corral del Risco (Punta de Mita), Mexico",9/16/1919,-106.108,21.219,15
iscgem912960,6.71,"40 km W of Cabittaogan, Philippines",9/26/1919,119.987,17.519,35
iscgem912961,6.6,"7 km ENE of South Upi, Philippines",9/27/1919,124.214,6.864,35
iscgemsup912969,6.45,"102 km ESE of Labasa, Fiji",10/3/1919,-179.778,-16.845,15
iscgemsup912970,6.03,North Indian Ocean,10/5/1919,82.568,2.61,10
iscgem912972,6.44,"129 km N of Wewak, Papua New Guinea",10/8/1919,143.756,-2.389,15
iscgem912973,5.79,northern Mid-Atlantic Ridge,10/9/1919,-45.291,17.93,10
